state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage, previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,date
UT,0,5,44,0,40,9,0,36,5851,49,3601,49,87,36,35,49,2,37,0,48,0,36,350,49,16,36,24,49,71,36,108,49,16,36,14,48,527,49,0.615450350367458,49,3601,5851,0.030623020063358,36,87,2841,0.018479184367035,36,87,4708,0.040816326530612,36,16,392,0.664136622390892,49,350,527,,1,49,3,49,1,49,3,49,3,49,6,49,10,49,8,49,0,49,0,37,1,37,0,37,0,37,0,37,0,37,1,37,0,37,0,37,0,13,0,0,0,0,0,0,6,49,13,49,0,13,0,13,50,1,13,49,337,48,406,48,0,48,0,48,0,48,0,48,2,48,37,48,51,48,12/23/2023 12:00:00 AM
ND,0,4,36,2,29,9,0,9,1578,40,1014,40,27,9,8,40,0,12,0,39,0,12,85,40,3,9,4,40,24,9,43,40,3,9,3,39,172,40,0.642585551330798,40,1014,1578,0.043973941368078,9,27,614,0.030133928571429,9,27,896,0.022388059701493,9,3,134,0.494186046511628,40,85,172,,0,40,1,36,0,36,0,36,2,36,0,35,2,35,3,35,0,40,0,13,0,13,0,13,0,13,0,13,0,13,0,12,0,13,0,13,0,7,5,0,21,0,0,0,1,40,4,40,0,7,0,7,13,0,7,40,47,39,70,39,0,39,0,34,0,34,0,39,0,39,4,39,10,39,12/23/2023 12:00:00 AM
AL,0,3,95,8,27,63,0,39,12809,98,9432,98,78,28,57,98,11,49,3,96,0,40,1280,98,16,40,52,98,122,42,329,98,12,29,19,96,1503,98,0.736357248809431,98,9432,12809,0.040041067761807,28,78,1948,0.028179190751445,28,78,2768,0.036866359447005,40,16,434,0.851630073186959,98,1280,1503,,1,98,1,98,4,98,2,98,3,98,6,98,16,98,23,98,1,98,0,49,0,49,0,49,1,49,2,49,0,50,2,50,7,51,0,49,1,39,0,0,0,0,0,0,43,98,31,98,0,6,0,6,192,1,40,98,291,96,519,96,3,96,0,96,0,96,0,96,2,96,47,96,53,96,12/23/2023 12:00:00 AM
CO,0,25,67,0,72,20,6,40,10528,92,6579,92,170,39,66,92,12,43,3,90,0,39,767,92,27,39,28,92,156,39,190,92,14,39,15,90,1270,92,0.624905015197568,92,6579,10528,0.046170559478544,39,170,3682,0.026784307546873,39,170,6347,0.034005037783375,39,27,794,0.603937007874016,92,767,1270,,1,92,4,85,3,85,6,85,6,85,13,85,16,85,17,84,0,92,0,43,2,43,1,43,1,43,1,43,4,43,0,43,3,43,0,43,1,35,26,233,22,0,0,0,25,92,33,92,0,30,0,30,117,2,30,92,535,90,753,90,3,90,0,83,0,82,0,90,4,90,84,90,104,90,12/23/2023 12:00:00 AM
NC,0,2,111,0,9,104,33,101,20417,113,16059,113,1797,101,102,113,289,106,3,109,8,101,1769,113,247,101,90,113,1754,101,712,113,43,101,16,109,2180,113,0.786550423666552,113,16059,20417,0.114794940590264,101,1797,15654,0.090730081793396,101,1797,19806,0.117675083373035,101,247,2099,0.811467889908257,113,1769,2180,,1,113,6,112,2,112,2,112,12,112,16,112,30,112,33,112,0,113,2,105,17,104,21,104,28,104,46,104,58,104,59,104,58,104,0,105,9,101,0,0,0,0,0,0,89,113,116,113,0,100,0,100,656,25,100,113,686,109,901,109,0,109,1,108,2,108,0,109,0,109,138,109,153,109,12/23/2023 12:00:00 AM
OR,1,12,43,1,35,20,2,28,6169,56,4679,56,81,21,20,56,20,28,1,54,7,26,438,56,20,30,10,56,125,26,151,56,0,21,2,54,603,56,0.758469768195818,56,4679,6169,0.046418338108883,21,81,1745,0.035355739851593,21,81,2291,0.055865921787709,30,20,358,0.72636815920398,56,438,603,,0,56,1,53,2,53,0,53,0,53,7,53,3,53,6,53,1,52,0,28,1,28,2,28,1,28,0,28,1,28,10,28,5,28,0,28,4,30,0,0,0,0,0,0,9,56,25,56,0,29,0,29,66,4,25,56,223,54,348,54,1,54,0,51,0,51,0,50,0,54,10,54,22,54,12/23/2023 12:00:00 AM
MD,12,3,33,13,17,18,7,21,9367,48,7650,48,1073,21,65,48,81,23,0,47,5,22,826,48,150,21,39,48,1037,21,403,48,36,21,6,47,1158,48,0.816696914700544,48,7650,9367,0.267915106117353,21,1073,4005,0.21703074433657,21,1073,4944,0.218340611353712,21,150,687,0.713298791018998,48,826,1158,,1,48,3,47,6,47,5,47,2,47,6,47,19,47,23,47,0,48,1,23,5,22,6,22,6,22,11,22,16,22,14,22,22,22,0,23,2,20,0,45,45,0,0,0,14,48,33,48,0,20,3,20,96,1,20,48,215,47,421,47,0,47,0,46,0,46,0,47,9,47,15,47,18,47,12/23/2023 12:00:00 AM
NM,0,1,43,12,30,2,0,2,4287,44,3280,44,,0,6,44,0,34,1,43,,0,295,44,,0,9,44,,0,75,44,,0,7,43,376,44,0.765103802192676,44,3280,4287,,,,,,,,,,,,,0.784574468085106,44,295,376,,0,44,0,40,0,40,0,40,2,40,1,40,3,40,0,40,0,44,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,45,0,9,0,0,0,30,44,34,44,,0,,0,142,,0,44,192,43,217,43,1,43,0,40,0,40,0,43,2,43,33,43,42,43,12/23/2023 12:00:00 AM
DE,1,1,8,1,7,2,5,4,2630,10,2052,10,89,3,16,10,48,4,2,9,16,3,127,10,4,3,6,10,61,3,105,10,28,3,9,9,177,10,0.780228136882129,10,2052,2630,0.070747217806041,3,89,1258,0.053549939831528,3,89,1662,0.035714285714286,3,4,112,0.717514124293785,10,127,177,,0,10,0,10,2,10,0,10,0,10,3,10,6,10,5,10,0,10,0,4,1,4,5,4,4,4,3,4,13,4,10,4,12,4,0,4,0,3,34,0,0,0,0,0,0,10,2,10,0,3,0,3,12,0,3,10,180,9,243,9,2,9,0,9,0,9,0,9,3,9,32,9,44,9,12/23/2023 12:00:00 AM
WY,0,0,28,2,19,7,0,21,1323,28,562,28,18,21,5,28,6,23,0,26,0,21,33,28,0,21,0,28,18,21,11,28,0,21,1,26,103,28,0.424792139077853,28,562,1323,0.051282051282051,21,18,351,0.021201413427562,21,18,849,0,21,0,61,0.320388349514563,28,33,103,,0,28,0,28,0,28,0,28,2,28,0,28,0,28,3,28,0,28,0,23,0,23,1,23,0,23,2,23,1,23,1,23,1,23,0,23,0,17,2,,99,0,,0,0,28,4,28,0,1,0,17,9,0,1,28,10,26,28,26,0,26,0,26,0,26,0,26,0,26,3,26,3,26,12/23/2023 12:00:00 AM
IA,0,15,64,0,75,4,0,19,5251,79,3372,79,105,17,41,79,0,19,1,77,0,17,263,79,10,17,19,79,100,17,187,79,5,17,5,77,404,79,0.642163397448105,79,3372,5251,0.060623556581986,17,105,1732,0.042682926829268,17,105,2460,0.05524861878453,17,10,181,0.650990099009901,79,263,404,,0,75,0,58,0,58,1,59,2,58,8,58,9,60,20,60,1,79,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,17,347,0,647,0,0,0,1,79,15,79,0,14,0,14,33,0,14,79,152,77,303,77,1,77,0,55,0,55,0,77,1,77,33,77,45,77,12/23/2023 12:00:00 AM
RI,1,0,12,1,10,2,0,1,1950,13,1707,13,6,2,14,13,0,3,0,12,0,2,121,13,2,4,9,13,6,2,88,13,0,2,2,12,148,13,0.875384615384615,13,1707,1950,0.0625,2,6,96,0.037974683544304,2,6,158,0.064516129032258,4,2,31,0.817567567567568,13,121,148,,0,13,0,13,1,13,0,13,0,13,2,13,3,13,8,13,0,13,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,0,0,0,0,0,8,13,4,13,0,1,0,1,40,0,1,13,199,12,218,12,0,12,0,12,0,12,0,12,1,12,61,12,66,12,12/23/2023 12:00:00 AM
AR,1,8,76,12,70,3,1,24,7365,85,4966,85,90,22,47,85,27,25,3,83,1,23,642,85,15,22,31,85,89,22,181,85,1,22,1,83,891,85,0.674270196877122,85,4966,7365,0.061433447098976,22,90,1465,0.04297994269341,22,90,2094,0.044776119402985,22,15,335,0.720538720538721,85,642,891,,1,83,2,80,0,80,1,80,3,80,11,79,13,81,16,81,0,85,0,25,1,25,1,25,3,25,6,24,8,25,2,25,6,25,0,25,0,17,23,0,1,0,0,0,9,85,11,85,0,16,0,16,43,2,16,85,384,83,534,83,2,83,0,78,1,79,0,83,2,83,49,83,82,83,12/23/2023 12:00:00 AM
NJ,1,4,76,6,70,5,26,73,21491,81,14734,81,897,73,143,81,60,75,8,80,2,73,1173,81,103,73,100,81,877,73,845,81,20,73,6,80,2650,81,0.685589316458052,81,14734,21491,0.062771168649405,73,897,14290,0.04300920598389,73,897,20856,0.038867924528302,73,103,2650,0.442641509433962,81,1173,2650,,0,81,3,81,10,81,6,81,13,81,26,81,28,81,57,81,0,81,0,75,1,75,6,75,6,75,12,75,8,75,16,75,11,75,0,75,0,4,38,0,0,0,0,0,51,81,80,81,0,4,0,4,327,1,4,81,462,80,782,80,4,80,0,80,2,80,2,80,0,80,82,80,135,80,12/23/2023 12:00:00 AM
NV,0,1,42,0,3,40,4,6,6921,43,5482,43,71,6,28,43,11,9,5,41,0,6,637,43,23,6,50,43,69,6,202,43,8,38,8,41,795,43,0.792082069065164,43,5482,6921,0.044908285895003,6,71,1581,0.036077235772358,6,71,1968,0.09704641350211,6,23,237,0.80125786163522,43,637,795,,0,43,0,43,0,43,3,43,3,43,3,43,8,43,11,43,0,43,0,9,1,9,0,9,1,9,3,9,1,9,4,9,1,9,0,9,1,5,0,0,0,0,0,0,23,43,19,43,0,5,0,5,119,0,5,43,273,41,335,41,2,41,1,41,2,41,0,41,0,41,86,41,117,41,12/23/2023 12:00:00 AM
TX,0,14,443,0,31,426,11,58,53382,457,43155,457,345,56,268,457,39,69,19,454,7,55,5054,457,67,56,204,457,319,56,1315,457,26,56,62,454,5758,457,0.808418568056648,457,43155,53382,0.032194848824188,56,345,10716,0.027118377613583,56,345,12722,0.047183098591549,56,67,1420,0.877735324765544,457,5054,5758,,1,457,11,457,12,457,13,457,26,457,45,457,64,457,88,457,9,457,0,66,2,67,5,67,4,67,6,67,6,67,9,67,7,67,1,68,3,57,0,0,0,0,0,0,118,457,238,457,0,54,1,54,716,13,55,457,3258,454,3676,454,12,454,2,454,5,454,0,454,10,454,849,454,913,454,12/23/2023 12:00:00 AM
